"number_of_elements","mean_atomic_mass","wtd_mean_atomic_mass","gmean_atomic_mass","wtd_gmean_atomic_mass","entropy_atomic_mass","wtd_entropy_atomic_mass","range_atomic_mass","wtd_range_atomic_mass","std_atomic_mass","wtd_std_atomic_mass","mean_fie","wtd_mean_fie","gmean_fie","wtd_gmean_fie","entropy_fie","wtd_entropy_fie","range_fie","wtd_range_fie","std_fie","wtd_std_fie","mean_atomic_radius","wtd_mean_atomic_radius","gmean_atomic_radius","wtd_gmean_atomic_radius","entropy_atomic_radius","wtd_entropy_atomic_radius","range_atomic_radius","wtd_range_atomic_radius","std_atomic_radius","wtd_std_atomic_radius","mean_Density","wtd_mean_Density","gmean_Density","wtd_gmean_Density","entropy_Density","wtd_entropy_Density","range_Density","wtd_range_Density","std_Density","wtd_std_Density","mean_ElectronAffinity","wtd_mean_ElectronAffinity","gmean_ElectronAffinity","wtd_gmean_ElectronAffinity","entropy_ElectronAffinity","wtd_entropy_ElectronAffinity","range_ElectronAffinity","wtd_range_ElectronAffinity","std_ElectronAffinity","wtd_std_ElectronAffinity","mean_FusionHeat","wtd_mean_FusionHeat","gmean_FusionHeat","wtd_gmean_FusionHeat","entropy_FusionHeat","wtd_entropy_FusionHeat","range_FusionHeat","wtd_range_FusionHeat","std_FusionHeat","wtd_std_FusionHeat","mean_ThermalConductivity","wtd_mean_ThermalConductivity","gmean_ThermalConductivity","wtd_gmean_ThermalConductivity","entropy_ThermalConductivity","wtd_entropy_ThermalConductivity","range_ThermalConductivity","wtd_range_ThermalConductivity","std_ThermalConductivity","wtd_std_ThermalConductivity","mean_Valence","wtd_mean_Valence","gmean_Valence","wtd_gmean_Valence","entropy_Valence","wtd_entropy_Valence","range_Valence","wtd_range_Valence","std_Valence","wtd_std_Valence","critical_temp"
5.0,0.092729,0.058518,0.073133,0.036397,0.001449,0.001058,0.122906,0.036162,0.047095,0.05398,766.44,1010.612857,720.605511,938.745413,1.544145,0.807078,810.6,743.164286,290.183029,354.963511,161.2,104.971429,141.465215,84.370167,1.508328,1.204115,205.0,50.571429,67.321319,68.008817,58.214858,30.210166,12.370951,0.540957,0.013144,0.009148,104.88571,16.673834,37.674032,36.326492,90890.0,112316.428571,69833.314609,101166.39774,1427.996553,838.666466,127050.0,81207.857143,49438.167442,41667.620798,-445.65808,-452.835657,-451.743177,-457.806548,-457.195041,-457.738431,-436.4896,-456.797714,-451.617947,-451.3846,0.172205,0.061372,0.016064,0.00062,0.000847,0.000568,0.429973,0.051413,0.198555,0.139631,2.0,2.257143,1.888175,2.210679,1.557113,1.047221,2.0,1.128571,0.632456,0.468606,-247.15
5.0,0.072942,0.051739,0.059272,0.035331,0.001448,0.001346,0.121328,0.020725,0.039818,0.044302,786.82,998.950227,744.8946,932.839246,1.551717,0.938367,810.6,688.167352,279.201385,342.733783,162.0,115.665078,141.508277,90.618517,1.503679,1.401703,205.0,37.643125,69.52122,79.446872,51.686858,29.978263,11.233312,0.704363,0.013096,0.009573,89.58571,19.879408,34.127385,36.47348,74830.0,107968.960938,55681.90733,85220.268566,1375.170975,801.17384,127050.0,74893.21875,49277.922034,49868.482687,-442.05808,-450.008711,-450.078217,-457.18854,-457.188122,-457.552319,-430.9096,-454.648633,-449.831164,-449.373767,0.107005,0.094178,0.012661,0.001142,0.000755,0.000279,0.399973,0.088767,0.150574,0.16383,2.6,2.102969,2.491462,2.082219,1.564957,1.289619,2.0,1.012812,0.8,0.342359,-219.15
4.0,0.090279,0.073213,0.06699,0.052219,0.001178,0.001269,0.128243,0.022132,0.053286,0.051157,773.025,857.4,714.946184,795.143794,1.304578,1.159481,810.6,366.833333,325.570464,335.833778,163.0,142.4,138.006406,117.49232,1.257753,1.297459,205.0,34.6,76.645287,77.191364,48.703572,46.238097,7.491889,3.898856,0.010345,0.008926,89.58571,29.861903,34.227286,37.943315,82337.5,97423.333333,60721.492826,75319.022741,1164.0132,1012.163903,127050.0,44410.0,51125.719738,49707.356487,-446.8801,-447.0928,-453.216941,-454.612533,-457.693193,-457.959437,-436.4896,-451.9432,-451.415633,-450.159207,0.108757,0.139209,0.007552,0.005719,0.000336,0.000203,0.399973,0.133324,0.168301,0.184547,2.25,2.133333,2.213364,2.1111,1.368922,1.35471,1.0,0.266667,0.433013,0.339935,-188.15
5.0,0.064955,0.081164,0.047263,0.067822,0.001352,0.001116,0.121328,0.038963,0.045436,0.040741,971.2,742.775487,873.39637,705.304139,1.504973,1.327627,1177.5,309.904735,450.939646,262.86354,140.0,170.963458,109.411503,152.327973,1.408266,1.174438,211.0,71.749467,84.907008,68.32807,33.89025,54.562043,2.02542,17.229148,0.010163,0.00811,89.58571,38.219741,33.218379,32.896611,127690.0,81767.879994,76990.239004,56905.11255,1227.433735,1029.103359,314050.0,49598.535476,112191.570093,55212.027894,-447.79648,-442.540035,-455.472497,-448.622494,-457.601149,-457.912659,-436.4896,-449.613899,-449.872826,-451.757917,0.087011,0.178164,0.00246,0.025736,0.000337,0.000202,0.399973,0.170624,0.15669,0.191417,2.0,2.137495,1.888175,2.111813,1.557113,1.322282,2.0,0.848429,0.632456,0.357735,-181.05
5.0,0.088937,0.081468,0.070359,0.068235,0.001446,0.001165,0.122906,0.037263,0.046482,0.040628,743.42,738.632857,696.313849,702.795619,1.538527,1.306658,810.6,315.420714,296.615154,255.231249,170.6,171.157143,148.737352,152.971207,1.506998,1.207711,205.0,69.085714,70.40625,67.589546,46.178858,55.00747,10.431538,17.872144,0.013245,0.008469,89.58571,38.397959,29.580215,32.721536,71690.0,80843.214286,52696.967477,56907.257709,1354.051962,974.643708,127050.0,51032.142857,50281.491625,52426.949589,-445.62208,-442.483343,-451.729197,-448.475725,-457.195693,-457.874107,-436.4896,-449.621371,-451.589384,-451.810586,0.089605,0.178968,0.008419,0.026517,0.000458,0.000204,0.399973,0.171425,0.15533,0.191506,2.4,2.15,2.352158,2.125415,1.589027,1.35218,1.0,0.835714,0.489898,0.357071,-182.15
4.0,0.076445,0.051519,0.059357,0.035147,0.0012,0.001291,0.121328,0.014399,0.043823,0.044254,794.0,1001.224031,741.629349,935.114077,1.315004,0.895987,810.6,654.650388,311.743492,342.630436,164.5,115.054264,139.000514,90.120839,1.256701,1.339243,205.0,22.790698,77.525802,79.324211,42.358572,29.75338,6.695566,0.683456,0.010154,0.008128,89.58571,20.829566,31.949389,36.43884,77237.5,108910.852713,53527.964649,86205.44292,1105.182174,766.899509,127050.0,73825.581395,54830.755227,49549.495637,-444.9451,-450.149284,-452.405976,-457.229817,-457.668223,-457.794339,-436.4896,-454.400019,-450.76332,-449.494664,0.108757,0.097146,0.007552,0.001128,0.000336,0.000203,0.399973,0.093009,0.168301,0.166867,2.25,2.077519,2.213364,2.063861,1.368922,1.205865,1.0,0.837209,0.433013,0.267414,-185.15
4.0,0.076445,0.081457,0.059357,0.06823,0.0012,0.001108,0.121328,0.036951,0.043823,0.040612,794.0,738.357143,741.629349,702.424197,1.315004,1.282439,810.6,231.371429,311.743492,255.465227,164.5,171.571429,139.000514,153.255987,1.256701,1.166832,205.0,65.428571,77.525802,67.911407,42.358572,54.819184,6.695566,17.800774,0.010154,0.00811,89.58571,38.397959,31.949389,32.759683,77237.5,80600.0,53527.964649,56435.929394,1105.182174,953.371384,127050.0,46971.428571,54830.755227,52650.295074,-444.9451,-442.461486,-452.405976,-448.456607,-457.668223,-457.914733,-436.4896,-449.621371,-450.76332,-451.82263,0.108757,0.179004,0.007552,0.026579,0.000336,0.000202,0.399973,0.171425,0.168301,0.191476,2.25,2.142857,2.213364,2.119268,1.368922,1.309526,1.0,0.571429,0.433013,0.349927,-203.15
4.0,0.088944,0.057885,0.066362,0.036123,0.001182,0.000976,0.122906,0.035741,0.051969,0.053656,775.425,1010.82,718.1529,939.009036,1.305967,0.77362,810.6,743.164286,323.811808,354.804183,160.25,104.685714,136.126003,84.214573,1.259244,1.132547,205.0,49.314286,75.23754,67.797712,46.543572,29.991594,7.249532,0.53974,0.010331,0.007603,89.58571,16.673834,33.061629,35.920193,81837.5,112213.571429,60123.178555,101082.152388,1159.686593,786.006736,127050.0,81207.857143,51433.71189,41639.877797,-447.2401,-452.789371,-453.406945,-457.802609,-457.710564,-458.000537,-436.4896,-456.507143,-451.391685,-451.300656,0.107757,0.060944,0.007062,0.000619,0.000308,0.00025,0.399973,0.057128,0.168854,0.138541,2.25,2.271429,2.213364,2.232679,1.368922,1.029175,1.0,1.114286,0.433013,0.444697,-254.15
4.0,0.076518,0.054977,0.05931,0.03519,0.001197,0.001131,0.122906,0.026743,0.044289,0.050493,787.05,1011.822857,734.219624,940.781218,1.313008,0.823209,772.0,718.971429,314.505966,353.447534,151.75,105.228571,131.302197,84.460234,1.275274,1.287494,171.0,32.057143,65.579627,68.404296,44.343572,28.359023,6.744848,0.518317,0.00996,0.00865,89.58571,14.039834,34.028562,35.292509,79607.5,110244.571429,48477.264685,91544.091445,1096.671769,765.974671,135970.0,81055.428571,54373.096921,45452.341844,-447.2401,-452.658229,-453.406945,-457.783392,-457.710564,-457.72055,-436.4896,-456.529771,-451.391685,-451.208343,0.112007,0.062129,0.00834,0.000652,0.000404,0.000335,0.399973,0.057128,0.166742,0.138223,2.25,2.228571,2.213364,2.194216,1.368922,1.120818,1.0,1.028571,0.433013,0.419913,-254.85
4.0,0.096452,0.075452,0.069689,0.052964,0.001158,0.001243,0.152935,0.02671,0.060166,0.054705,787.4,862.183333,733.54432,801.852775,1.312123,1.157329,810.6,378.8,315.709051,331.665989,167.0,145.566667,140.611449,119.188174,1.254609,1.261582,205.0,43.033333,79.161228,80.315081,54.478572,47.38143,8.04481,3.920066,0.010234,0.009151,93.18571,29.861903,38.970344,39.839007,82337.5,96221.666667,60721.492826,72356.139089,1164.0132,993.164591,127050.0,43895.0,51125.719738,51215.880811,-442.5151,-445.2928,-451.666529,-454.13566,-457.715579,-457.795914,-429.8296,-451.9432,-448.48037,-448.783407,0.108757,0.139242,0.007552,0.00573,0.000336,0.000202,0.399973,0.133324,0.168301,0.184525,2.25,2.1,2.213364,2.082759,1.368922,1.340736,1.0,0.366667,0.433013,0.3,-178.75
4.0,0.088944,0.055092,0.066362,0.036155,0.001182,0.001328,0.122906,0.012512,0.051969,0.049195,775.425,997.907692,718.1529,928.32541,1.305967,0.877781,810.6,665.430769,323.811808,349.377586,160.25,113.230769,136.126003,89.110388,1.259244,1.332294,205.0,23.923077,75.23754,77.74233,46.543572,30.81231,7.249532,0.679848,0.010331,0.008626,89.58571,20.669228,33.061629,37.19352,81837.5,110584.615385,60123.178555,89689.228798,1159.686593,798.777931,127050.0,74353.846154,51433.71189,47412.260604,-447.2401,-450.9256,-453.406945,-457.370861,-457.710564,-457.934566,-436.4896,-454.443631,-451.391685,-449.988759,0.107757,0.096091,0.007062,0.001074,0.000308,0.00019,0.399973,0.092293,0.168854,0.166591,2.25,2.076923,2.213364,2.063362,1.368922,1.201823,1.0,0.846154,0.433013,0.266469,-225.15
4.0,0.091808,0.050687,0.067689,0.032613,0.001174,0.001356,0.134361,0.008253,0.054877,0.049257,775.175,1039.992,717.820867,972.368354,1.305825,0.783046,810.6,750.053,323.992958,342.353588,171.0,107.35,143.079258,83.135095,1.250484,1.358112,205.0,16.23,82.185765,79.68455,49.561072,27.638674,7.581899,0.41212,0.01034,0.008938,89.58571,17.911426,34.790916,37.153242,82337.5,115093.5,60721.492826,96037.304949,1164.0132,726.739742,127050.0,83491.5,51125.719738,45045.833134,-446.2501,-451.77124,-452.919968,-457.812197,-457.674569,-457.822941,-436.4896,-455.19376,-451.344569,-450.065221,0.107757,0.083266,0.007062,0.000655,0.000308,0.00019,0.399973,0.079984,0.168854,0.158495,2.25,2.07,2.213364,2.057578,1.368922,1.12644,1.0,0.99,0.433013,0.255147,-180.05
5.0,0.074232,0.051783,0.060515,0.03535,0.001454,0.001333,0.121328,0.02093,0.039446,0.044312,816.36,1000.288134,771.891022,934.310739,1.552506,0.931662,810.6,690.993833,282.395259,342.191099,160.0,115.501952,139.595299,90.505815,1.501218,1.381057,205.0,38.391881,69.922815,79.394057,48.166858,29.820243,10.749035,0.701038,0.013222,0.00901,89.58571,20.276556,30.847293,36.283328,62090.0,107750.58548,26186.824392,83013.293691,1130.427572,766.505111,141000.0,75743.559719,57644.743039,50519.792012,-445.24408,-450.165997,-451.480568,-457.209723,-457.177617,-457.691429,-436.4896,-454.435105,-451.681214,-449.558399,0.111005,0.095643,0.013131,0.001148,0.000786,0.000261,0.399973,0.09054,0.1506,0.165105,2.2,2.078064,2.168944,2.064317,1.594167,1.242449,1.0,1.047619,0.4,0.268272,-218.15
5.0,0.111437,0.057554,0.083426,0.036736,0.001419,0.001487,0.157055,0.016367,0.06162,0.053909,748.92,1002.043077,703.423247,935.102633,1.541416,0.916954,810.6,690.517692,292.754856,344.238932,178.8,115.421538,154.610233,90.049488,1.502835,1.442701,205.0,32.490769,74.633505,80.374283,56.214858,31.848864,12.17659,0.689638,0.013295,0.010172,90.64571,20.669228,34.627574,38.353072,76170.0,110738.461538,58753.723873,89962.915763,1402.808585,825.894975,127050.0,75265.0,47362.681512,47216.641272,-442.05808,-450.106738,-450.429742,-457.271136,-457.275408,-457.563647,-424.2496,-454.443631,-447.941322,-448.96156,0.094405,0.097408,0.010228,0.001137,0.000581,0.000254,0.399973,0.092293,0.153302,0.166026,2.4,2.076923,2.352158,2.063362,1.589027,1.27504,1.0,0.991538,0.489898,0.266469,-185.35
5.0,0.072325,0.081127,0.058637,0.067853,0.001445,0.001208,0.121328,0.036951,0.040054,0.040787,787.02,738.961429,745.091012,702.98885,1.551741,1.424411,810.6,254.824286,279.181098,255.4969,162.8,172.042857,142.245339,153.737016,1.50446,1.290052,205.0,65.6,69.424491,67.763335,49.634858,54.353756,10.961473,17.702478,0.01318,0.010243,89.58571,34.557959,32.068491,32.336648,65230.0,76198.571429,42655.03213,51929.560846,1253.393884,1031.289445,127050.0,45510.0,54606.314653,53467.33046,-442.92208,-442.407486,-450.380932,-448.431562,-457.167645,-457.561846,-435.2296,-450.631943,-450.735035,-451.774782,0.102805,0.165247,0.012078,0.024794,0.000714,0.000314,0.399973,0.154282,0.151003,0.186572,2.4,2.185714,2.352158,2.156417,1.589027,1.470399,1.0,0.642857,0.489898,0.388876,-229.15
5.0,0.072894,0.052138,0.059223,0.035628,0.001448,0.001326,0.121328,0.021267,0.039835,0.044408,782.44,995.55989,740.540285,929.294624,1.55112,0.933117,810.6,686.208113,279.788739,343.281091,161.4,116.322799,140.945228,91.171416,1.503019,1.380333,205.0,38.877673,69.617814,79.582063,51.702858,30.233102,11.235331,0.730927,0.013095,0.009121,89.58571,20.46241,34.144889,36.499084,84490.0,108200.778302,62210.509235,85308.343485,1390.184291,810.961271,127050.0,74220.204403,51142.197841,49825.111212,-441.69808,-449.938849,-449.96262,-457.146608,-457.198711,-457.62254,-429.1096,-454.493415,-449.392077,-449.388945,0.105205,0.096264,0.012424,0.001189,0.000739,0.000249,0.399973,0.09137,0.150701,0.165596,2.2,2.079403,2.168944,2.065438,1.594167,1.247173,1.0,1.038679,0.4,0.270366,-202.15
5.0,0.072325,0.051157,0.058637,0.034883,0.001445,0.001344,0.121328,0.020483,0.040054,0.044175,787.02,1003.785769,745.091012,937.762044,1.551741,0.925143,810.6,698.295,279.181098,342.276405,162.8,114.665385,142.245339,89.760892,1.50446,1.400828,205.0,37.123077,69.424491,79.292882,49.634858,29.39931,10.961473,0.662433,0.01318,0.009413,89.58571,19.635382,32.068491,36.202424,65230.0,107984.230769,42655.03213,84622.039493,1253.393884,766.715361,127050.0,76532.307692,54606.314653,50395.853208,-442.92208,-450.204908,-450.380932,-457.262099,-457.167645,-457.580446,-435.2296,-454.715708,-450.735035,-449.481526,0.102805,0.092695,0.012078,0.001076,0.000714,0.000264,0.399973,0.087678,0.151003,0.163183,2.4,2.088462,2.352158,2.073038,1.589027,1.262734,1.0,1.042308,0.489898,0.283965,-223.15
5.0,0.072325,0.051228,0.058637,0.034925,0.001445,0.001306,0.121328,0.020998,0.040054,0.044189,787.02,1003.655615,745.091012,937.599759,1.551741,0.900286,810.6,705.302077,279.181098,342.372092,162.8,114.563846,142.245339,89.700326,1.50446,1.357088,205.0,38.563077,69.424491,79.246915,49.634858,29.499556,10.961473,0.663224,0.01318,0.008485,89.58571,20.462459,32.068491,36.353632,65230.0,108932.230769,42655.03213,86152.465456,1253.393884,764.173812,127050.0,76691.076923,54606.314653,49639.460261,-442.92208,-450.216538,-450.380932,-457.263255,-457.167645,-457.732444,-435.2296,-454.3402,-450.735035,-449.498379,0.102805,0.095658,0.012078,0.001092,0.000714,0.000218,0.399973,0.09137,0.151003,0.165801,2.4,2.079231,2.352158,2.065294,1.589027,1.219461,1.0,1.07,0.489898,0.270099,-191.15
5.0,0.111274,0.060777,0.082793,0.037011,0.001409,0.001287,0.184591,0.029436,0.064459,0.057438,821.54,1015.31,768.233305,943.075849,1.542797,0.867095,810.6,728.807143,303.956646,354.16216,162.4,106.9,142.479406,85.143827,1.508797,1.354515,205.0,43.692857,67.431743,71.038551,64.302858,30.218594,13.017669,0.535886,0.012788,0.010927,135.32571,14.917834,46.217161,37.740461,65770.0,108703.571429,28737.686175,89013.081023,1183.534089,762.657788,141000.0,81396.428571,56115.947822,46239.61916,-448.90168,-453.1189,-453.909628,-457.85879,-457.374069,-457.647449,-436.4896,-456.895043,-451.554102,-451.597087,0.087865,0.052693,0.007294,0.000575,0.000396,0.000327,0.399973,0.048556,0.15618,0.129261,2.2,2.242857,2.168944,2.206963,1.594167,1.1499,1.0,1.1,0.4,0.428809,-245.15
4.0,0.076518,0.057541,0.05931,0.03601,0.001197,0.0009,0.122906,0.038069,0.044289,0.05331,787.05,1011.427857,734.219624,940.099665,1.313008,0.763668,772.0,746.421429,314.505966,353.968578,151.75,104.028571,131.302197,83.97148,1.275274,1.075233,171.0,52.757143,65.579627,66.584205,44.343572,30.117023,6.744848,0.540788,0.00996,0.007186,89.58571,17.112834,34.028562,36.014474,79607.5,112393.071429,48477.264685,101301.276893,1096.671769,780.834109,135970.0,81381.928571,54373.096921,41327.458891,-447.2401,-452.811229,-453.406945,-457.805793,-457.710564,-458.081415,-436.4896,-456.404286,-451.391685,-451.316341,0.112007,0.061029,0.00834,0.000621,0.000404,0.000254,0.399973,0.057128,0.166742,0.138522,2.25,2.278571,2.213364,2.239154,1.368922,1.00612,1.0,1.128571,0.433013,0.448296,-258.35
5.0,0.072942,0.081193,0.059272,0.067936,0.001448,0.001233,0.121328,0.036951,0.039818,0.040742,786.82,739.105714,744.8946,703.124203,1.551717,1.453653,810.6,233.394286,279.201385,255.502786,162.0,171.971429,141.508277,153.669431,1.503679,1.31301,205.0,65.428571,69.52122,67.774199,51.686858,54.784899,11.233312,17.793941,0.013096,0.010852,89.58571,33.277959,34.127385,32.723558,74830.0,77474.285714,55681.90733,54505.120615,1375.170975,1142.572255,127050.0,40808.571429,49277.922034,51841.864455,-442.05808,-442.142629,-450.078217,-448.31968,-457.188122,-457.459028,-430.9096,-450.9688,-449.831164,-451.465004,0.107005,0.161861,0.012661,0.024554,0.000755,0.00037,0.399973,0.148568,0.150574,0.184214,2.6,2.257143,2.491462,2.204893,1.564957,1.52252,2.0,0.514286,0.8,0.552545,-258.15
4.0,0.09796,0.057866,0.070303,0.036803,0.001153,0.001339,0.158967,0.012512,0.062011,0.054566,768.4,995.746154,708.64198,924.525058,1.301743,0.872735,810.6,667.592308,329.081153,352.272025,165.75,114.923077,139.812942,89.846155,1.255705,1.341749,205.0,22.230769,78.317862,79.718217,55.781072,33.654618,8.154956,0.704918,0.01019,0.009304,98.39571,20.669228,40.306904,40.675826,82337.5,110738.461538,60721.492826,89962.915763,1164.0132,802.321609,127050.0,74353.846154,51125.719738,47216.641272,-440.1751,-448.751754,-451.108364,-457.138717,-457.789463,-457.682361,-420.4696,-454.443631,-445.426654,-446.953138,0.108507,0.096322,0.007439,0.001091,0.00033,0.0002,0.399973,0.092293,0.168438,0.166477,2.25,2.076923,2.213364,2.063362,1.368922,1.201823,1.0,0.846154,0.433013,0.266469,-183.65
5.0,0.072143,0.051317,0.058445,0.035027,0.001444,0.001376,0.121328,0.020001,0.04013,0.044218,778.56,1000.561659,736.595609,934.266916,1.550472,0.950559,810.6,685.519349,280.53659,343.151988,163.8,115.430078,143.145698,90.342678,1.505283,1.441782,205.0,35.443178,69.355317,79.502894,48.826858,29.403403,10.846608,0.680542,0.013206,0.010219,89.58571,18.725008,31.368227,35.930369,62090.0,106129.829457,26186.824392,77775.481079,1130.427572,752.790121,141000.0,76185.697674,57644.743039,52111.125805,-443.13808,-450.145056,-450.463149,-457.229381,-457.163897,-457.453747,-436.3096,-454.953874,-450.922175,-449.488787,0.088545,0.087932,0.007582,0.001028,0.000418,0.000234,0.399973,0.083614,0.155866,0.160603,2.6,2.124496,2.491462,2.097738,1.564957,1.326346,2.0,0.975814,0.8,0.394935,-210.15
4.0,0.076518,0.057175,0.05931,0.035891,0.001197,0.000944,0.122906,0.036451,0.044289,0.052924,787.05,1011.484286,734.219624,940.197,1.313008,0.776332,772.0,742.5,314.505966,353.894217,151.75,104.2,131.302197,84.041128,1.275274,1.121818,171.0,49.8,65.579627,66.848571,44.343572,29.86588,6.744848,0.537519,0.00996,0.007457,89.58571,16.673834,34.028562,35.917493,79607.5,112086.142857,48477.264685,99846.168806,1096.671769,779.396614,135970.0,81335.285714,54373.096921,41948.310277,-447.2401,-452.789371,-453.406945,-457.802609,-457.710564,-458.000537,-436.4896,-456.507143,-451.391685,-451.300656,0.112007,0.061187,0.00834,0.000625,0.000404,0.00027,0.399973,0.057128,0.166742,0.13848,2.25,2.271429,2.213364,2.232679,1.368922,1.029175,1.0,1.114286,0.433013,0.444697,-243.15
4.0,0.096033,0.09265,0.069516,0.074676,0.00116,0.001165,0.15126,0.036951,0.059664,0.050674,785.4,733.442857,731.040719,696.675756,1.311181,1.276605,810.6,236.285714,316.982342,258.100517,168.0,173.571429,141.240599,154.662477,1.253662,1.173066,205.0,65.428571,79.871772,69.26524,53.843572,61.382041,7.989429,19.691724,0.010254,0.009181,90.64571,38.397959,38.349982,34.627509,82337.5,83514.285714,60721.492826,60652.413506,1164.0132,1012.324005,127050.0,46971.428571,51125.719738,50343.794583,-441.1201,-440.275771,-451.320426,-447.527697,-457.758061,-457.802865,-424.2496,-449.621371,-446.725761,-449.436661,0.108257,0.178718,0.00732,0.026108,0.000323,0.000195,0.399973,0.171425,0.168576,0.191719,2.25,2.142857,2.213364,2.119268,1.368922,1.309526,1.0,0.571429,0.433013,0.349927,-183.15
4.0,0.091808,0.050947,0.067689,0.032672,0.001174,0.001373,0.134361,0.005506,0.054877,0.049747,775.175,1040.744,717.820867,973.772664,1.305825,0.788013,810.6,739.251,323.992958,341.211519,171.0,107.05,143.079258,83.033535,1.250484,1.37919,205.0,7.58,82.185765,79.16216,49.561072,28.407274,7.581899,0.41826,0.01034,0.009037,89.58571,17.911426,34.790916,37.693229,82337.5,115814.5,60721.492826,98377.898028,1164.0132,740.854761,127050.0,83800.5,51125.719738,43713.995067,-446.2501,-451.75324,-452.919968,-457.809943,-457.674569,-457.796818,-436.4896,-455.19376,-451.344569,-450.05222,0.107757,0.083166,0.007062,0.000651,0.000308,0.000188,0.399973,0.079984,0.168854,0.158538,2.25,2.09,2.213364,2.074332,1.368922,1.136379,1.0,0.98,0.433013,0.286182,-204.15
4.0,0.095451,0.057094,0.069273,0.036636,0.001162,0.001337,0.148931,0.012512,0.058973,0.052951,783.65,1000.438462,728.828771,932.549968,1.310329,0.883525,810.6,662.9,318.123235,346.163842,168.0,115.615385,141.240599,90.127451,1.253662,1.345163,205.0,21.538462,79.871772,80.635494,53.166072,32.850002,7.929043,0.698851,0.010273,0.009156,89.58571,20.669228,37.712225,39.47259,82337.5,110738.461538,60721.492826,89962.915763,1164.0132,802.321609,127050.0,74353.846154,51125.719738,47216.641272,-442.4251,-449.444062,-451.642814,-457.188425,-457.718112,-457.714447,-429.4696,-454.443631,-448.374539,-448.367041,0.108507,0.096322,0.007439,0.001091,0.00033,0.0002,0.399973,0.092293,0.168438,0.166477,2.25,2.076923,2.213364,2.063362,1.368922,1.201823,1.0,0.846154,0.433013,0.266469,-181.05
4.0,0.096452,0.074398,0.069689,0.052599,0.001158,0.001181,0.152935,0.031287,0.060166,0.053178,787.4,859.3,733.54432,797.618702,1.312123,1.133142,810.6,398.433333,315.709051,334.393152,167.0,146.6,140.611449,119.708618,1.254609,1.196239,205.0,52.666667,79.161228,81.482759,54.478572,45.444763,8.04481,3.794516,0.010234,0.008743,93.18571,29.861903,38.970344,38.967237,82337.5,95020.0,60721.492826,69509.808723,1164.0132,966.926824,127050.0,44066.666667,51125.719738,52653.808979,-442.5151,-445.8208,-451.666529,-454.270852,-457.715579,-457.865781,-429.8296,-451.9432,-448.48037,-449.188992,0.108757,0.139276,0.007552,0.005741,0.000336,0.000198,0.399973,0.133324,0.168301,0.184503,2.25,2.066667,2.213364,2.054799,1.368922,1.305501,1.0,0.466667,0.433013,0.249444,-192.65
5.0,0.07429,0.056767,0.060477,0.03563,0.001452,0.000994,0.122906,0.03674,0.039863,0.05272,810.8,1014.036691,765.715174,942.532916,1.550857,0.794102,772.0,752.482734,285.284861,354.057111,149.8,104.068345,133.375255,83.775635,1.519122,1.17802,171.0,51.395683,58.785713,67.257256,49.754858,29.117721,10.812282,0.51452,0.013096,0.008103,89.58571,16.351632,32.302979,35.487996,63986.0,111294.892086,24190.716807,96735.634838,1121.350374,765.002873,141000.0,82008.992806,57803.736765,43208.846606,-447.08008,-452.924727,-452.396542,-457.837028,-457.196852,-457.856026,-436.4896,-456.579245,-452.258736,-451.427982,0.113605,0.0579,0.014215,0.000598,0.000834,0.000341,0.399973,0.053222,0.149173,0.134409,2.2,2.266187,2.168944,2.227939,1.594167,1.05689,1.0,1.143885,0.4,0.441963,-258.15
5.0,0.111437,0.057384,0.083426,0.0367,0.001419,0.001466,0.157055,0.017799,0.06162,0.053554,748.92,1001.4,703.423247,934.087285,1.541416,0.911339,810.6,695.457692,292.754856,345.003488,178.8,115.538462,154.610233,90.096505,1.502835,1.428481,205.0,34.653846,74.633505,80.531996,56.214858,32.578464,12.17659,0.69616,0.013295,0.010081,90.64571,20.669228,34.627574,39.217754,76170.0,110738.461538,58753.723873,89962.915763,1402.808585,822.438489,127050.0,75740.384615,47362.681512,47216.641272,-442.05808,-449.464831,-450.429742,-457.203624,-457.275408,-457.569652,-424.2496,-454.443631,-447.941322,-448.09973,0.094405,0.096707,0.010228,0.001106,0.000581,0.000227,0.399973,0.092293,0.153302,0.166322,2.4,2.076923,2.352158,2.063362,1.589027,1.264305,1.0,1.019231,0.489898,0.266469,-185.55
5.0,0.092267,0.092543,0.064813,0.069499,0.001323,0.001285,0.188384,0.043641,0.069233,0.06742,747.78,711.911111,702.115184,684.227733,1.541006,1.514682,810.6,192.5,293.286136,228.241375,159.2,159.555556,139.743372,147.922889,1.507321,1.466533,205.0,43.0,67.211309,51.865448,51.742858,63.546032,9.623642,22.020043,0.011651,0.010495,118.48571,29.865079,45.068955,44.144468,60484.0,62976.666667,29177.546397,30718.212931,1112.638623,983.654038,138630.0,39106.666667,58434.336002,56632.706883,-447.40768,-445.0696,-452.758747,-449.649194,-457.248085,-457.542484,-436.4896,-451.8544,-451.85763,-451.895914,0.132805,0.190003,0.017747,0.051597,0.00095,0.000794,0.399973,0.13333,0.151165,0.163179,2.2,2.222222,2.168944,2.188575,1.594167,1.504788,1.0,0.444444,0.4,0.41574,-163.15
